Unnamed: 0,Math,Computer Science,Engineering,Medicine,Arts,Business,Sports Science,Journalism,Law,Environmental Science,Healthcare,Biology,Public Health,Nursing
Fishing,0.3677831327192532,0.6323058305935795,0.6335297107608947,0.5357746840747585,0.0902897700544083,0.835302495589238,0.3207800649717358,0.1865185103998542,0.0407751415547639,0.5908929431882418,0.28093450968738076,0.5426960831582485,0.14092422497476265,0.8021969807540397
Cycling,0.6775643618422824,0.0165878289278561,0.512093058299281,0.226495775197938,0.6451727904094499,0.1743664290049914,0.690937738102466,0.3867353463005374,0.9367299887367344,0.1375209441459933,0.07455064367977082,0.9868869366005173,0.7722447692966574,0.1987156815341724
Hiking,0.3410663510502585,0.1134735212405891,0.9246936182785628,0.877339353380981,0.2579416277151556,0.659984046034179,0.8172222002012158,0.5552008115994623,0.5296505783560065,0.2418522909004517,0.005522117123602399,0.8154614284548342,0.7068573438476171,0.7290071680409873
Board Games,0.0931027678058992,0.8972157579533268,0.9004180571633305,0.6331014572732679,0.3390297910487007,0.3492095746126609,0.7259556788702394,0.8971102599525771,0.8870864242651173,0.7798755458576239,0.7712703466859457,0.07404465173409036,0.3584657285442726,0.11586905952512971
Communication,0.6420316461542878,0.0841399649950488,0.1616287140946138,0.8985541885270792,0.6064290596595899,0.0091970516166296,0.1014715428660321,0.6635017691080558,0.0050615838462186,0.1608080514174987,0.8631034258755935,0.6232981268275579,0.3308980248526492,0.06355835028602363
Teamwork,0.5487337893665861,0.6918951976926933,0.6519612595026005,0.2242693094605598,0.7121792213475359,0.2372490874968001,0.3253996981592677,0.7464914051180241,0.6496328990472147,0.8492234104941779,0.3109823217156622,0.32518332202674705,0.7296061783380641,0.6375574713552131
Problem-Solving,0.6576128923003434,0.5683086033354716,0.0936747678280924,0.3677158030594335,0.2652023676817254,0.2439896433790836,0.9730105547524456,0.3930977246667604,0.8920465551771133,0.6311386259972629,0.8872127425763265,0.4722149251619493,0.1195942459383017,0.713244787222995
Leadership,0.7948113035416484,0.5026370931051921,0.5769038846263591,0.4925176938188639,0.1952429877980445,0.7224521152615053,0.2807723624408558,0.0243159664314538,0.6454722959071678,0.1771106794070489,0.7607850486168974,0.5612771975694962,0.770967179954561,0.49379559636439074
Adaptability,0.9404585843529144,0.9539285770025874,0.9148643902204484,0.3701587002554444,0.0154566165288674,0.9283185625877254,0.4281841483173143,0.9666548190436696,0.9636199770892528,0.8530094554673601,0.5227328293819941,0.42754101835854963,0.02541912674409519,0.10789142699330445
Conflict Resolution,0.2944488920695857,0.3850977286019253,0.8511366715168569,0.3169220051562777,0.1694927466860925,0.5568012624583502,0.936154774160781,0.696029796674973,0.570061170089365,0.0971764937707685,0.03142918568673425,0.6364104112637804,0.3143559810763267,0.5085706911647028
Empathy,0.6150072266991697,0.9900538501042632,0.140084015236524,0.5183296523637367,0.8773730719279554,0.7407686177542044,0.697015740995268,0.7024840839871093,0.3594911512197552,0.2935918442644934,0.907566473926093,0.24929222914887494,0.41038292303562973,0.7555511385430487
Time Management,0.8093611554785136,0.8101133946791808,0.8670723185801037,0.9132405525564712,0.5113423988609378,0.5015162946871996,0.7982951789667752,0.6499639307777652,0.7019668772577033,0.795792669436101,0.22879816549162246,0.07697990982879299,0.289751452913768,0.16122128725400442
Decision Making,0.8900053418175663,0.3379951568515358,0.375582952639944,0.093981939840869,0.578280140996174,0.035942273796742,0.4655980181324602,0.5426446347075766,0.2865412521282844,0.5908332605690108,0.9296976523425731,0.808120379564417,0.6334037565104235,0.8714605901877177
Negotiation,0.0305002499390494,0.0373481887492144,0.8226005606596583,0.3601906414112629,0.1270605126518848,0.5222432600548044,0.7699935530986108,0.2158210274968432,0.6228904758190003,0.085347464993768,0.8036720768991145,0.18657005888603584,0.8925589984899778,0.5393422419156507
Stress Management,0.0516817211686077,0.531354631568148,0.5406351216101065,0.6374299014982066,0.7260913337226615,0.9758520794625346,0.5163003483011953,0.322956472941246,0.7951861947687037,0.2708322512620742,0.8074401551640625,0.8960912999234932,0.3180034749718639,0.11005192452767676
Public Speaking,0.4389714207056361,0.0784563813422659,0.0253507434154575,0.9626484146779252,0.8359801205122058,0.695974206093698,0.4089529444142699,0.1732943200708458,0.156437042671086,0.2502428981645953,0.22793516254194168,0.4271077886262563,0.8180147659224931,0.8607305832563434
Creativity,0.5492266647061205,0.7145959227000623,0.6601973767177313,0.2799338969459428,0.954865280663194,0.7378969166957685,0.5543540525114007,0.6117207462343522,0.4196000624277899,0.2477309895011575,0.006952130531190703,0.5107473025775657,0.417411003148779,0.22210781047073025
Collaboration,0.3559726786512616,0.7578461104643691,0.0143934886297558,0.1160726405069162,0.0460026420217527,0.0407288023189701,0.8554605840110072,0.7036578593800237,0.4741738290873252,0.0978341606510014,0.1198653673336828,0.33761517140362796,0.9429097039125192,0.32320293202075523
Work Ethic,0.4916158751168324,0.4734717707805657,0.1732018699100152,0.433851649237973,0.3985047343973734,0.6158500980522165,0.6350936508676438,0.0453040097720445,0.3746126146264712,0.6258599157142364,0.5187906217433661,0.7030189588951778,0.363629602379294,0.9717820827209607
Attention to Detail,0.5031362585800877,0.8564898411883223,0.658693631618945,0.1629344270814297,0.0705687474004298,0.6424192782063156,0.0265113105416218,0.5857755812734633,0.9402302414249576,0.575474177875879,0.9624472949421112,0.25178229582536416,0.49724850589238545,0.30087830981676966
Interpersonal Skills,0.3881699262065219,0.6432882184423532,0.4582528904915166,0.5456167893159349,0.9414648087765252,0.3861026378007743,0.9611905638239142,0.9053506419560636,0.1957911347892964,0.0693613008751654,0.2848404943774676,0.036886947354532795,0.6095643339798968,0.5026790232288615
Resilience,0.1007780013774267,0.0182218256515497,0.0944429607559284,0.6830067734163568,0.0711886484602289,0.3189756302937613,0.8448753109694546,0.0232719357358258,0.8144684825889358,0.2818547747733999,0.05147875124998935,0.27864646423661144,0.9082658859666537,0.23956189066697242
Critical Thinking,0.1181648276216563,0.6967371653641506,0.628942846779884,0.877472013527053,0.7350710438038858,0.8034809303848486,0.2820345725713065,0.1774395437797228,0.7506147516408583,0.806834739267264,0.1448948720912231,0.489452760277563,0.9856504541106007,0.2420552715115004
Self-Motivation,0.9905051420006732,0.4126176769114265,0.3720180857927832,0.7764129607419968,0.3408035402530178,0.9307573256035648,0.8584127518430118,0.4289940273750183,0.7508710677914974,0.7545428740846823,0.6721355474058786,0.7616196153287176,0.23763754399239967,0.7282163486118596
Python,0.1031238688359326,0.9025529066795668,0.5052523724478571,0.8264574661077416,0.3200496010306118,0.8955232284962005,0.3892016787341631,0.0108376514802983,0.9053819764192635,0.0912866767861335,0.3677831327192532,0.6323058305935795,0.6335297107608947,0.5357746840747585
Java,0.3193136375904149,0.9500619670508048,0.950607146937556,0.5734378881232861,0.6318372121697993,0.4484455219783198,0.2932107716980645,0.328664545369916,0.6725184560770384,0.75237452943768,0.0902897700544083,0.835302495589238,0.32078006497173583,0.18651851039985423
C++,0.7915790437258485,0.7896181427945539,0.0912061030486903,0.4944203047025815,0.0575587600166442,0.5495288823237355,0.441530501373377,0.8877041827582998,0.3509150125520787,0.1170670164276059,0.040775141554763916,0.5908929431882418,0.6775643618422824,0.016587828927856152
Data Analysis,0.1429916820528359,0.7615106317174722,0.6182180633162611,0.1011226761227902,0.0841068061149974,0.70096913145912,0.0727630063641935,0.8218600592903562,0.7062422271564962,0.0813487806418997,0.512093058299281,0.22649577519793795,0.6451727904094499,0.17436642900499144
Web Development,0.0848377140851919,0.9866395785011756,0.3742707957561203,0.3706421470668909,0.8127995672575026,0.9472485773838588,0.9860010638228708,0.7533781852589416,0.3762595855309158,0.0835007166986687,0.690937738102466,0.3867353463005374,0.9367299887367345,0.13752094414599325
Machine Learning,0.7771469159274368,0.558404249735805,0.4242220092469763,0.906354385094736,0.1111974823061513,0.4926251042908592,0.011353644767419,0.4686606419941263,0.0563032756818373,0.1188179162680719,0.3410663510502585,0.11347352124058907,0.9246936182785628,0.877339353380981
Cloud Computing,0.1175262467771049,0.6492103021160636,0.7460448792654233,0.5833687650971596,0.962172548474542,0.3748705795237041,0.2857120862818607,0.8685991281894603,0.2235958385194526,0.9632225394406112,0.2579416277151556,0.659984046034179,0.8172222002012158,0.5552008115994623
Database Management,0.0121544746898163,0.969878826707639,0.0431599119505761,0.8911431136980711,0.5277011090862999,0.9929647961193004,0.0737965647353988,0.5538542844013208,0.969302535619099,0.5230978441701488,0.5296505783560065,0.24185229090045168,0.09310276780589921,0.8972157579533268
Cybersecurity,0.6293986381352625,0.6957486889846172,0.4545410647677732,0.6275580800840634,0.5843143119231002,0.901158010490989,0.0454463803414578,0.2809631895922303,0.9504114840765588,0.8902637838909163,0.9004180571633305,0.6331014572732679,0.3390297910487007,0.3492095746126609
Mobile App Development,0.4556567527857129,0.6201325978015367,0.2773811829811327,0.1881211597237613,0.4636984049399822,0.3533522280260528,0.5836561118508721,0.0777346369649848,0.9743948076661664,0.9862107444796028,0.7259556788702394,0.8971102599525771,0.8870864242651173,0.7798755458576239
Network Administration,0.6981617140197451,0.5360963663441204,0.3095276162863277,0.8137950197069487,0.6847311725538793,0.1626169393448913,0.9109271844938424,0.822537242923169,0.949799913291924,0.72571950838836,0.6420316461542878,0.08413996499504883,0.16162871409461377,0.8985541885270792
Game Design,0.6134151959357899,0.4182430362906189,0.9327284833540131,0.8660638895004084,0.0452186701061894,0.026366974497252,0.3764633668780496,0.8105533307818329,0.9872761293149444,0.1504168911035282,0.6064290596595899,0.009197051616629648,0.1014715428660321,0.6635017691080558
AR/VR Development,0.5941307153521351,0.3808908566310215,0.9699143978146032,0.8421189231357087,0.8383287047111379,0.4686931597949703,0.4148195023376652,0.2734070719307062,0.0563754966509271,0.8647223762550532,0.005061583846218687,0.16080805141749865,0.5487337893665861,0.6918951976926933
Robotics,0.8129010091300776,0.9997176732861306,0.9966368370739054,0.5554317056026274,0.7689874151805105,0.944765729882428,0.8496473906774115,0.2473481017431977,0.4505441353100935,0.129159415151495,0.6519612595026005,0.22426930946055978,0.7121792213475359,0.23724908749680007
Blockchain Development,0.9540510272587224,0.60617463445088,0.2286428055034627,0.6717006844058567,0.6181282404578958,0.3581627180328405,0.113557592199629,0.6715731955927996,0.5203077009037933,0.7723183917356393,0.3253996981592677,0.7464914051180241,0.6496328990472147,0.8492234104941779
Digital Marketing,0.5201635011119934,0.8521815003185401,0.5519068387744855,0.5609379715353863,0.876653602658345,0.403482866212397,0.1340152284506407,0.0287826763133389,0.755137255673619,0.6203095513534647,0.6576128923003434,0.5683086033354716,0.09367476782809248,0.3677158030594335
SEO,0.7040797680992236,0.2129641615089107,0.1363714755867698,0.0145446656678819,0.350587558806597,0.5899176868546331,0.3922440450997323,0.4374749220237291,0.9041586944937484,0.3482554670233003,0.26520236768172545,0.24398964337908358,0.9730105547524456,0.3930977246667604
Social Media Management,0.5139894891598108,0.7836530127411431,0.3965427823212702,0.6220867002278735,0.8623637087467452,0.949520623657642,0.1470734809290379,0.9265876251614944,0.4921162930795382,0.2582443882989583,0.8920465551771133,0.6311386259972629,0.7948113035416484,0.5026370931051921
Graphic Design,0.4591357562382613,0.980032575285477,0.4926180939928696,0.3287516102875082,0.6334008543167258,0.2401456187781931,0.0758633281086639,0.1288797219106492,0.1280458389577724,0.1519026935122944,0.5769038846263591,0.4925176938188639,0.1952429877980445,0.7224521152615053
UI/UX Design,0.1388271726494101,0.6408747448032146,0.1818800843991448,0.3456672833238632,0.8967884099060118,0.4739616402628724,0.6675577385210272,0.1723198712016298,0.1922890188086708,0.0408686162664788,0.2807723624408558,0.02431596643145384,0.6454722959071678,0.17711067940704894
Teaching and Training,0.1689350630721645,0.2785903390319586,0.1770104842767468,0.0887025337570556,0.1206358711006008,0.4607787680327258,0.2063337184057925,0.3642698610480755,0.5034172708548569,0.6903948286293653,0.9404585843529143,0.9539285770025874,0.9148643902204485,0.3701587002554444
Remote/Work from Home,0.0393121398410989,0.7994103989090426,0.6279003894909078,0.0817590319488719,0.8735786241067772,0.9208724005318132,0.0610779598548637,0.2768776481472037,0.8062012797930613,0.7482596903836584,0.015456616528867428,0.9283185625877254,0.42818414831731433,0.9666548190436696
On-site Industrial Work,0.1845210193563773,0.2093493233367103,0.370472102791382,0.4845229851910213,0.618254771530296,0.3689136395697724,0.4625347161331479,0.7474709381337565,0.0366832028905979,0.2524369443440208,0.9636199770892528,0.8530094554673601,0.2944488920695857,0.38509772860192526
Desk Job,0.7133495858845524,0.8952068376871993,0.5116774421156661,0.5321134852653157,0.1071720113397761,0.4474123668234546,0.5326172664550232,0.2424705036347297,0.269243230949381,0.3772841631046226,0.8511366715168569,0.31692200515627766,0.1694927466860925,0.5568012624583502
Fieldwork,0.0200711977777263,0.3220791655831783,0.2114480069965446,0.3274973521779146,0.1197621318192512,0.890527280739895,0.5935924535540487,0.6791023191444896,0.7891712386073383,0.4984421989290573,0.936154774160781,0.696029796674973,0.570061170089365,0.09717649377076854
Research Lab,0.0869202880874236,0.5371065418185478,0.5868411180208791,0.74543947418433,0.4316595462296794,0.1275803027955638,0.2837759057987245,0.3630822963986351,0.6459172413316012,0.5707783046689119,0.6150072266991697,0.9900538501042633,0.14008401523652403,0.5183296523637367
Creative Studio,0.3560967258978462,0.9865152487929796,0.6057748193568872,0.2372267917359945,0.1017824726204037,0.152859139184332,0.2459577283845081,0.1606813732595557,0.1865670240513058,0.2850951686938471,0.8773730719279554,0.7407686177542044,0.697015740995268,0.7024840839871093
Technology,0.1733735952947548,0.8967654246264252,0.0802337456616422,0.5245113895702547,0.4103968269896615,0.9823786169086064,0.1120389021680523,0.3978555990457416,0.9694704332753687,0.8655071258939803,0.35949115121975517,0.29359184426449336,0.8093611554785136,0.8101133946791808
Creative Arts,0.8170720709492799,0.2579028270449398,0.1708875873900658,0.668643219924431,0.9293759891275858,0.5567628930139298,0.5716126894698998,0.2799790936602842,0.7694929331919369,0.1870437485575234,0.8670723185801037,0.9132405525564713,0.5113423988609378,0.5015162946871996
Sports,0.3236792364042437,0.4254364386164168,0.507610378684455,0.2424097324150802,0.1148368247392035,0.6106200424416326,0.2886305532402558,0.5812382214226123,0.1543627152742023,0.4811401018548175,0.7982951789667752,0.6499639307777652,0.7019668772577033,0.795792669436101
Environmental Conservation,0.5325894325515859,0.0518235368224269,0.3366042781939206,0.1344146769389742,0.0633749704727677,0.9899602323899452,0.322353844974723,0.8098744458546349,0.2546406547637639,0.6815027222239293,0.8900053418175663,0.3379951568515358,0.375582952639944,0.093981939840869
Entrepreneurship,0.7602278598896866,0.5956387406078443,0.4715761885501584,0.4118409141472685,0.3488682665429953,0.9295291442478258,0.8306194077877291,0.9650269106665126,0.1242972234855447,0.7308674752036443,0.578280140996174,0.035942273796742086,0.46559801813246016,0.5426446347075766
Healthcare,0.9383404568210378,0.1812330661656602,0.0664962673667775,1.0,0.05170258018619207,0.8418287767582721,0.1397723766262895,0.07157405806739012,0.2016273200477445,0.1636559428657045,0.2865412521282844,1.0,0.06862556236286121,0.03734818874921442
Education,0.1642657979309929,0.8145747202313821,0.6651972206962001,0.5230654247691193,0.3588304841235025,0.8772005408131083,0.3924451074226354,0.8165994394715771,0.4391349085702184,0.3769444294249076,0.8226005606596583,0.3601906414112629,0.12706051265188478,0.5222432600548044
Travel,0.4626797856696064,0.3013778741641421,0.7476093801762511,0.5027203900924792,0.2322126951468173,0.8995745732745685,0.3838912213732114,0.5435528611139886,0.9064721109645468,0.6242379959139921,0.7699935530986108,0.21582102749684318,0.6228904758190003,0.085347464993768
Fashion,0.1168980407083641,0.9398321236134752,0.6277080530714179,0.3349056146570861,0.1392720726633873,0.794025189270296,0.6200727559285135,0.5334610919763215,0.8938925830509576,0.7885972112245307,0.0516817211686077,0.531354631568148,0.5406351216101065,0.6374299014982066
Gaming,0.1516748797327512,0.3117220677955482,0.2484891398144657,0.743946292572677,0.0335324347357793,0.5698896848713165,0.7624586857406905,0.8767656367617495,0.3420817487159075,0.8212573046720129,0.7260913337226615,0.9758520794625346,0.5163003483011953,0.32295647294124596
Automobiles,0.1106317369552072,0.8464522917345182,0.1274886623319824,0.3972872905603673,0.7972953657795536,0.1499174273487738,0.2292513952326415,0.7222525683930663,0.7200365365460744,0.6411476328852973,0.7951861947687037,0.2708322512620742,0.4389714207056361,0.07845638134226596
Social Work,0.6939484444671,0.5427244433475962,0.2517990589069528,0.3456959935039194,0.1815977168014257,0.9084505613336284,0.5833917947661205,0.4008514167636399,0.4620058036441327,0.9472833396118152,0.02535074341545751,0.9626484146779251,0.8359801205122058,0.695974206093698
Science & Research,0.1533514031160802,0.5862298320167972,0.505888678884466,0.6114542354346478,0.0181101838208405,0.8721239089441515,0.9321182824836124,0.5651331835892089,0.6966508238768923,0.9224993811772956,0.4089529444142699,0.17329432007084578,0.15643704267108605,0.25024289816459533
Business Strategy,0.7072386343133986,0.1525390429142613,0.5762883601668132,0.6067150463828559,0.424130671302386,0.7364442356247228,0.9343670147690148,0.9255685129067764,0.4508393714041321,0.1132380458407553,0.5492266647061205,0.7145959227000623,0.6601973767177313,0.27993389694594284
Politics,0.9848411989623346,0.8388980864459341,0.1246626812032668,0.9208418826173724,0.8698963620621283,0.5188380571260721,0.5912754357449292,0.3990027038701303,0.0547616388220313,0.3351972416459009,0.9548652806631941,0.7378969166957685,0.5543540525114007,0.6117207462343522
Fitness & Wellness,0.8028534485980114,0.0046320230046028,0.3334991716911442,0.3981686935909433,0.5373956029379229,0.9198556164127604,0.3463459943659613,0.3469532018962277,0.7375012481097484,0.4522179408898072,0.4196000624277899,0.24773098950115746,0.3559726786512616,0.7578461104643691
Food & Culinary Arts,0.224604822939982,0.4524395161326934,0.1408570203797999,0.1763869865062233,0.4983677727394797,0.4189254495045479,0.9148459010681,0.3623938991166331,0.5805883502780435,0.6322642879195304,0.014393488629755868,0.11607264050691624,0.04600264202175275,0.040728802318970136
Film & Media,0.0130944565883336,0.6635373720167106,0.1780359668697514,0.9610703174694551,0.148662727753113,0.4146241237270237,0.0853496680786438,0.9968742518459474,0.5021950103312426,0.5953850173200438,0.8554605840110072,0.7036578593800237,0.4741738290873252,0.09783416065100148
History & Culture,0.0670764773884274,0.7499604703991778,0.2099055930955858,0.8980542894407137,0.2051396404820072,0.1906877206636666,0.0365496678480948,0.4720669451099992,0.5648411332626164,0.0657086394283523,0.49161587511683236,0.4734717707805657,0.17320186991001518,0.43385164923797304
Space Exploration,0.7755276166950106,0.4532888347480276,0.52439026932758,0.4407627469382281,0.400763060875326,0.5596403313082179,0.1552402459307125,0.1819281304952711,0.8617856210135173,0.9461154621336328,0.39850473439737344,0.6158500980522165,0.6350936508676438,0.04530400977204452
Content Writing,0.3733093162797529,0.2707446731435538,0.6439995432390158,0.4087341710980964,0.0253863556603448,0.1561525973661904,0.7159722288473975,0.6589239419101514,0.0270959925034834,0.2219721619329494,0.3746126146264712,0.6258599157142364,0.5031362585800877,0.8564898411883223
Mathematics,1.0,0.6718927435987284,0.0197105377543641,0.1041085819845738,0.7999160853731894,0.1785446620543336,0.6527461078518747,0.2381827810467265,0.0994413927593451,0.2431721909994541,0.658693631618945,0.1629344270814297,0.07056874740042984,0.6424192782063156
Physics,0.7222669318556592,0.8556964681062857,0.8302198645669916,0.3971835296184548,0.6680851365706462,0.204984295415821,0.2931477302610133,0.8963358185211198,0.013001923510736,0.085508530854468,0.026511310541621813,0.5857755812734633,0.9402302414249576,0.575474177875879
Chemistry,0.2078862551460273,0.0265322038738197,0.1814354350897973,0.5830415609696922,0.4214245505924979,0.8926717110769748,0.8174435617384409,0.341817351697876,0.2594234334312925,0.3796924081672669,0.3881699262065219,0.6432882184423532,0.45825289049151663,0.5456167893159349
Biology,0.5902949425148077,0.2680636408228763,0.624148907849134,0.4094116521912404,0.5520471808519802,0.4361265291353167,0.2944657595419177,0.9484533069621568,0.7636057941597608,1.0,0.9414648087765252,0.38610263780077425,0.9611905638239142,0.9053506419560637
Computer Science,0.8684679758979128,1.0,0.8945522268940914,0.7998552559473152,0.4252135044692334,0.0224693083201174,0.2686773593849461,0.5416342146608669,0.6334782198261473,0.2578876854332023,0.19579113478929644,0.06936130087516545,0.10077800137742665,0.018221825651549728
English,0.1393560740728241,0.8349302367992991,0.984402180703552,0.5256901823026858,0.1716792858483035,0.272307326519369,0.0183906765474667,0.914298806560499,0.1177510828901411,0.5765164755142536,0.0944429607559284,0.6830067734163568,0.07118864846022899,0.3189756302937613
History,0.274055220687206,0.5541780025157934,0.6514203883518642,0.8297418037072016,0.2064212717606032,0.0109958286584804,0.1368856300688073,0.9000186418481051,0.8738900775625152,0.5974131021703083,0.8448753109694546,0.023271935735825866,0.8144684825889358,0.28185477477339993
Geography,0.6005168604336534,0.6650366745462555,0.1753712786234496,0.9144119459249598,0.4187705248920731,0.3831385282494975,0.5189177052828375,0.046965966775055,0.1662833687560794,0.7380336164263704,0.11816482762165625,0.6967371653641506,0.628942846779884,0.877472013527053
Economics,0.0827986679251264,0.6031521094663882,0.245349109681321,0.3892956140419765,0.2886937367706999,0.3556727164649491,0.7190459051842455,0.297121715623175,0.5664046402968972,0.4760504021990997,0.7350710438038858,0.8034809303848486,0.2820345725713065,0.17743954377972282
Philosophy,0.6636711653626481,0.936829739324758,0.7325720972102503,0.2149403785907568,0.0311831350612846,0.2622640442998251,0.5950779307002548,0.0514258134842503,0.4963662472012363,0.5968428489168892,0.7506147516408583,0.806834739267264,0.9905051420006733,0.4126176769114265
Psychology,0.3342438908169608,0.7709122037458219,0.1065982531337718,0.0751377817358087,0.7281887562036033,0.4954913162061985,0.688402396427736,0.4348273386037462,0.2464020332391068,0.8191023176741997,0.37201808579278317,0.7764129607419968,0.34080354025301784,0.9307573256035647
Sociology,0.7994158789689793,0.6946964708544268,0.2721451372299627,0.5902306668690871,0.3609738969400268,0.0915820733266341,0.9173135754622428,0.1368186309189614,0.9502373538208024,0.4460057729579557,0.8584127518430118,0.42899402737501835,0.7508710677914974,0.7545428740846823
Political Science,0.1851329288386196,0.5419009473783581,0.8729458358764083,0.7322248864095612,0.8065611478614497,0.6587833667107174,0.6922765645178525,0.8491956515653193,0.2496680088591859,0.4894249636431405,0.10312386883593261,0.9025529066795667,0.5052523724478571,0.8264574661077416
Environmental Science,0.2212094418196022,0.987668007996647,0.9440593396866132,0.0394268113685059,0.7055751725156885,0.9252483174156658,0.1805753451273335,0.5679452305526295,0.9154882975880418,1.0,0.32004960103061175,0.8955232284962005,0.3892016787341631,0.01083765148029836
Statistics,1.0,0.2973490073725508,0.9243961953765304,0.9710582451653678,0.944266489113434,0.4742142166574638,0.8620426509893134,0.8445493985350704,0.3191004732432556,0.8289154741506773,0.9053819764192637,0.09128667678613356,0.31931363759041487,0.9500619670508049
Business Studies,0.0370076347154926,0.596269878482053,0.230008837287703,0.1205668857772788,0.0769532016292091,1.0,0.3398749637680661,0.7247667715287615,0.0653563407989423,0.3152903378306103,0.9506071469375561,0.5734378881232861,0.6318372121697993,0.44844552197831977
Accounting,0.5394912923753372,0.7907231648389635,0.3187525029320699,0.6258913764370091,0.8859777482361871,0.6158631881823046,0.2329594747536338,0.024400781556538,0.8700988739009299,0.0212694108503871,0.29321077169806453,0.32866454536991596,0.6725184560770384,0.75237452943768
Art,0.8747016726841994,0.528937134027212,0.9390676985128962,0.7987832357736654,1.0,0.3507118154517102,0.7671882889311269,0.4019309136092422,0.4798756203039088,0.6275054632183701,0.7915790437258485,0.7896181427945539,0.09120610304869037,0.49442030470258147
